Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamID,OpponentID,ScoreID
8/30/2018 7:30:00 PM,2,2018,4,JAX,TB,AWAY,25,10,35,Raymond James Stadium,3,0,19,3,0,31,1,31:1,19,9,10,0,65,345,5.3,3,36,151,4.2,2,28,15,194,0,0,6.9,12.9,53.6,75.60,17,8,47.1,3,2,66.7,2,2,0,0,9,85,0,0,1,2,4,5,4,163,40.8,0,2,2,0,10,0,0,0,28,59,28:59,23,4,16,3,67,302,4.5,1,27,109,4.0,0,37,21,193,1,1,5.2,9.2,56.8,68.86,13,5,38.5,3,1,33.3,2,1,0,0,1,5,1,1,3,22,6,4,3,129,43,2,0,-2,100,0,50.0,0,1,1,0,4,0,0,0,2,2,1,1,0,0,0,0,0,1,1,52,8,3,0,9,1,1,52,13,1,0,2,0,0,Thursday,15,33,16648
8/30/2018 7:30:00 PM,2,2018,4,TB,JAX,HOME,10,25,35,Raymond James Stadium,0,10,0,0,0,28,59,28:59,23,4,16,3,67,302,4.5,1,27,109,4.0,0,37,21,193,1,1,5.2,9.2,56.8,68.86,13,5,38.5,3,1,33.3,2,1,0,0,1,5,1,1,3,22,6,4,3,129,43,2,0,-2,3,0,19,3,0,31,1,31:1,19,9,10,0,65,345,5.3,3,36,151,4.2,2,28,15,194,0,0,6.9,12.9,53.6,75.60,17,8,47.1,3,2,66.7,2,2,0,0,9,85,0,0,1,2,4,5,4,163,40.8,0,2,2,50.0,0,100,0,1,1,0,0,0,0,0,1,1,1,1,0,4,0,0,0,2,2,52,13,1,0,2,0,0,52,8,3,0,9,1,1,Thursday,33,15,16648
8/30/2018 8:00:00 PM,2,2018,4,BUF,CHI,AWAY,28,27,55,Soldier Field,0,0,3,25,0,26,38,26:38,23,11,7,5,67,313,4.7,4,28,187,6.7,1,34,13,126,3,2,3.7,9.7,38.2,54.29,14,5,35.7,2,2,100,3,3,0,0,7,72,0,0,5,30,2,8,4,177,44.2,2,1,-1,10,10,7,0,0,33,22,33:22,20,9,9,2,62,326,5.3,3,32,150,4.7,2,29,19,176,0,1,6.1,9.3,65.5,67.60,13,6,46.2,0,0,0,3,1,0,0,9,107,0,0,1,4,8,3,4,204,51,1,2,1,100,0,33.3,0,1,1,0,5,0,0,0,1,1,3,3,0,0,0,0,0,3,2,51,4,1,0,3,0,0,41,6,5,0,6,0,0,Thursday,4,6,16599
8/30/2018 8:00:00 PM,2,2018,4,CHI,BUF,HOME,27,28,55,Soldier Field,10,10,7,0,0,33,22,33:22,20,9,9,2,62,326,5.3,3,32,150,4.7,2,29,19,176,0,1,6.1,9.3,65.5,67.60,13,6,46.2,0,0,0,3,1,0,0,9,107,0,0,1,4,8,3,4,204,51,1,2,1,0,0,3,25,0,26,38,26:38,23,11,7,5,67,313,4.7,4,28,187,6.7,1,34,13,126,3,2,3.7,9.7,38.2,54.29,14,5,35.7,2,2,100,3,3,0,0,7,72,0,0,5,30,2,8,4,177,44.2,2,1,-1,33.3,0,100,0,3,3,0,0,0,0,0,3,2,1,1,0,5,0,0,0,1,1,41,6,5,0,6,0,0,51,4,1,0,3,0,0,Thursday,6,4,16599
8/30/2018 8:00:00 PM,2,2018,4,LAR,NO,AWAY,0,28,28,Mercedes-Benz Superdome,0,0,0,0,0,31,7,31:7,10,5,2,3,56,151,2.7,0,24,76,3.2,0,28,15,75,0,2,2.7,5,53.6,29.46,15,3,20.0,0,0,0,1,0,0,0,6,36,2,2,4,25,0,3,6,243,40.5,4,2,-2,6,9,7,6,0,28,53,28:53,21,15,6,0,61,369,6.0,4,38,192,5.1,2,23,13,177,1,1,7.7,13.6,56.5,77.63,13,6,46.2,2,1,50.0,4,3,0,0,7,50,1,1,0,0,5,9,3,141,47,2,4,2,0,0,75.0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1,42,36,0,0,5,1,1,44,19,4,0,6,2,2,Thursday,32,22,16649
8/30/2018 8:00:00 PM,2,2018,4,NO,LAR,HOME,28,0,28,Mercedes-Benz Superdome,6,9,7,6,0,28,53,28:53,21,15,6,0,61,369,6.0,4,38,192,5.1,2,23,13,177,1,1,7.7,13.6,56.5,77.63,13,6,46.2,2,1,50.0,4,3,0,0,7,50,1,1,0,0,5,9,3,141,47,2,4,2,0,0,0,0,0,31,7,31:7,10,5,2,3,56,151,2.7,0,24,76,3.2,0,28,15,75,0,2,2.7,5,53.6,29.46,15,3,20.0,0,0,0,1,0,0,0,6,36,2,2,4,25,0,3,6,243,40.5,4,2,-2,75.0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,44,19,4,0,6,2,2,42,36,0,0,5,1,1,Thursday,22,32,16649
8/30/2018 8:00:00 PM,2,2018,4,MIN,TEN,AWAY,13,3,16,Nissan Stadium,0,3,3,7,0,33,31,33:31,16,7,6,3,63,267,4.2,1,35,96,2.7,0,27,18,171,1,0,6.3,9.5,66.7,96.37,14,4,28.6,2,1,50.0,2,0,0,0,9,60,1,1,1,22,11,8,4,184,46,1,0,-1,3,0,0,0,0,26,29,26:29,11,4,5,2,51,165,3.2,0,23,74,3.2,0,24,13,91,0,0,3.8,7,54.2,63.02,14,4,28.6,0,0,0,1,0,0,0,11,93,0,0,4,23,2,2,9,436,48.4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,40,17,4,0,1,1,0,48,28,1,0,4,1,1,Thursday,20,34,16600
8/30/2018 8:00:00 PM,2,2018,4,TEN,MIN,HOME,3,13,16,Nissan Stadium,3,0,0,0,0,26,29,26:29,11,4,5,2,51,165,3.2,0,23,74,3.2,0,24,13,91,0,0,3.8,7,54.2,63.02,14,4,28.6,0,0,0,1,0,0,0,11,93,0,0,4,23,2,2,9,436,48.4,0,1,1,0,3,3,7,0,33,31,33:31,16,7,6,3,63,267,4.2,1,35,96,2.7,0,27,18,171,1,0,6.3,9.5,66.7,96.37,14,4,28.6,2,1,50.0,2,0,0,0,9,60,1,1,1,22,11,8,4,184,46,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,48,28,1,0,4,1,1,40,17,4,0,1,1,0,Thursday,34,20,16600
8/30/2018 8:00:00 PM,2,2018,4,DAL,HOU,AWAY,6,14,20,NRG Stadium,3,0,0,3,0,28,35,28:35,17,4,9,4,64,253,4.0,0,18,52,2.9,0,46,27,201,0,2,4.4,7.4,58.7,51.09,16,5,31.2,1,0,0,0,0,0,0,9,83,0,0,0,0,9,5,7,306,43.7,2,0,-2,7,0,0,7,0,31,25,31:25,16,7,7,2,65,285,4.4,2,35,142,4.1,2,27,14,143,0,0,5.3,10.2,51.9,67.36,15,4,26.7,2,1,50.0,1,1,0,0,12,104,0,0,3,15,4,3,9,375,41.7,0,2,2,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,54,13,3,0,4,1,0,43,16,0,0,8,0,0,Thursday,9,13,16650
8/30/2018 8:00:00 PM,2,2018,4,HOU,DAL,HOME,14,6,20,NRG Stadium,7,0,0,7,0,31,25,31:25,16,7,7,2,65,285,4.4,2,35,142,4.1,2,27,14,143,0,0,5.3,10.2,51.9,67.36,15,4,26.7,2,1,50.0,1,1,0,0,12,104,0,0,3,15,4,3,9,375,41.7,0,2,2,3,0,0,3,0,28,35,28:35,17,4,9,4,64,253,4.0,0,18,52,2.9,0,46,27,201,0,2,4.4,7.4,58.7,51.09,16,5,31.2,1,0,0,0,0,0,0,9,83,0,0,0,0,9,5,7,306,43.7,2,0,-2,100,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,43,16,0,0,8,0,0,54,13,3,0,4,1,0,Thursday,13,9,16650
8/30/2018 8:30:00 PM,2,2018,4,GB,KC,AWAY,21,33,54,Arrowhead Stadium,7,14,0,0,0,26,44,26:44,16,4,11,1,60,253,4.2,3,20,73,3.6,1,38,20,180,2,3,4.7,9,52.6,50.33,14,6,42.9,3,2,66.7,2,2,0,0,5,37,0,0,2,4,3,3,4,208,52,3,1,-2,7,10,6,10,0,33,16,33:16,22,3,19,0,66,397,6.0,3,22,71,3.2,0,44,27,326,2,1,7.4,12.1,61.4,89.77,14,7,50.0,0,0,0,5,2,0,0,5,71,0,0,0,0,4,1,3,135,45,1,3,2,100,0,40.0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,49,14,0,0,4,0,0,43,12,2,0,9,1,0,Thursday,12,16,16651
8/30/2018 8:30:00 PM,2,2018,4,KC,GB,HOME,33,21,54,Arrowhead Stadium,7,10,6,10,0,33,16,33:16,22,3,19,0,66,397,6.0,3,22,71,3.2,0,44,27,326,2,1,7.4,12.1,61.4,89.77,14,7,50.0,0,0,0,5,2,0,0,5,71,0,0,0,0,4,1,3,135,45,1,3,2,7,14,0,0,0,26,44,26:44,16,4,11,1,60,253,4.2,3,20,73,3.6,1,38,20,180,2,3,4.7,9,52.6,50.33,14,6,42.9,3,2,66.7,2,2,0,0,5,37,0,0,2,4,3,3,4,208,52,3,1,-2,40.0,0,100,0,3,3,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,43,12,2,0,9,1,0,49,14,0,0,4,0,0,Thursday,16,12,16651
8/30/2018 10:00:00 PM,2,2018,4,DEN,ARI,AWAY,21,10,31,U of Phoenix Stadium,0,3,11,7,0,36,14,36:14,20,6,13,1,62,347,5.6,2,27,100,3.7,0,34,26,247,2,1,7.3,9.5,76.5,103.43,14,6,42.9,0,0,0,3,2,0,0,7,60,0,0,1,7,5,6,4,189,47.2,1,1,0,7,0,0,3,0,23,46,23:46,10,4,6,0,46,162,3.5,1,21,84,4,0,21,11,78,1,0,3.7,7.1,52.4,77.08,12,4,33.3,0,0,0,2,1,0,0,5,31,1,1,4,33,2,4,6,288,48,1,1,0,66.7,0,50.0,0,1,1,0,0,0,1,1,3,2,1,1,0,0,0,0,0,1,1,37,9,4,0,2,1,1,59,13,1,0,3,0,0,Thursday,10,1,16652
8/30/2018 10:00:00 PM,2,2018,4,ARI,DEN,HOME,10,21,31,U of Phoenix Stadium,7,0,0,3,0,23,46,23:46,10,4,6,0,46,162,3.5,1,21,84,4,0,21,11,78,1,0,3.7,7.1,52.4,77.08,12,4,33.3,0,0,0,2,1,0,0,5,31,1,1,4,33,2,4,6,288,48,1,1,0,0,3,11,7,0,36,14,36:14,20,6,13,1,62,347,5.6,2,27,100,3.7,0,34,26,247,2,1,7.3,9.5,76.5,103.43,14,6,42.9,0,0,0,3,2,0,0,7,60,0,0,1,7,5,6,4,189,47.2,1,1,0,50.0,0,66.7,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,3,2,59,13,1,0,3,0,0,37,9,4,0,2,1,1,Thursday,1,10,16652
8/30/2018 10:00:00 PM,2,2018,4,LAC,SF,AWAY,23,21,44,Levi's Stadium,3,10,7,3,0,28,55,28:55,14,8,4,2,50,192,3.8,2,31,138,4.5,1,16,11,54,1,0,3.4,4.9,68.8,94.27,11,4,36.4,0,0,0,5,2,0,0,5,73,0,0,3,17,5,6,5,232,46.4,0,2,2,0,7,7,7,0,31,5,31:5,18,8,8,2,58,226,3.9,3,29,93,3.2,3,26,18,133,0,0,5.1,7.4,69.2,81.09,13,8,61.5,2,1,50.0,4,3,0,0,5,55,2,2,3,31,3,7,3,146,48.7,2,0,-2,40.0,0,75.0,0,2,2,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,51,15,3,0,2,0,2,44,16,3,0,1,0,0,Thursday,29,31,16601
8/30/2018 10:00:00 PM,2,2018,4,SF,LAC,HOME,21,23,44,Levi's Stadium,0,7,7,7,0,31,5,31:5,18,8,8,2,58,226,3.9,3,29,93,3.2,3,26,18,133,0,0,5.1,7.4,69.2,81.09,13,8,61.5,2,1,50.0,4,3,0,0,5,55,2,2,3,31,3,7,3,146,48.7,2,0,-2,3,10,7,3,0,28,55,28:55,14,8,4,2,50,192,3.8,2,31,138,4.5,1,16,11,54,1,0,3.4,4.9,68.8,94.27,11,4,36.4,0,0,0,5,2,0,0,5,73,0,0,3,17,5,6,5,232,46.4,0,2,2,75.0,0,40.0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,44,16,3,0,1,0,0,51,15,3,0,2,0,2,Thursday,31,29,16601
8/30/2018 10:00:00 PM,2,2018,4,OAK,SEA,AWAY,30,19,49,CenturyLink Field,7,10,6,7,0,30,52,30:52,15,2,11,2,52,352,6.8,4,24,63,2.6,0,27,21,289,4,0,10.7,13.8,77.8,150.85,12,4,33.3,0,0,0,1,1,0,0,12,113,0,0,1,2,2,6,7,297,42.4,0,0,0,0,13,0,6,0,29,8,29:8,24,8,13,3,70,449,6.4,3,26,131,5.0,1,43,25,318,2,0,7.4,12.7,58.1,96.85,15,6,40.0,3,0,0,2,2,0,0,11,98,0,0,1,7,2,3,6,248,41.3,0,0,0,100,0,100,0,4,3,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,46,27,1,0,3,0,0,32,28,1,0,3,0,0,Thursday,25,30,16653
8/30/2018 10:00:00 PM,2,2018,4,SEA,OAK,HOME,19,30,49,CenturyLink Field,0,13,0,6,0,29,8,29:8,24,8,13,3,70,449,6.4,3,26,131,5.0,1,43,25,318,2,0,7.4,12.7,58.1,96.85,15,6,40.0,3,0,0,2,2,0,0,11,98,0,0,1,7,2,3,6,248,41.3,0,0,0,7,10,6,7,0,30,52,30:52,15,2,11,2,52,352,6.8,4,24,63,2.6,0,27,21,289,4,0,10.7,13.8,77.8,150.85,12,4,33.3,0,0,0,1,1,0,0,12,113,0,0,1,2,2,6,7,297,42.4,0,0,0,100,0,100,0,3,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,1,32,28,1,0,3,0,0,46,27,1,0,3,0,0,Thursday,30,25,16653
9/6/2018 8:20:00 PM,1,2018,1,ATL,PHI,AWAY,12,18,30,Lincoln Financial Field,3,3,0,6,0,27,50,27:50,16,4,9,3,65,299,4.6,1,18,74,4.1,1,43,21,225,0,1,5.2,10.7,48.8,54.89,15,4,26.7,1,0,0,5,1,0,0,15,135,0,0,4,26,4,3,6,286,47.7,1,2,1,0,3,7,8,0,32,10,32:10,18,7,6,5,64,232,3.6,2,27,113,4.2,2,35,20,119,0,1,3.4,6.0,57.1,51.96,16,8,50.0,0,0,0,3,2,0,0,11,101,1,1,2,13,15,10,6,313,52.2,2,1,-1,20.0,0,66.7,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,1,1,1,1,46,17,2,13,8,0,1,42,15,4,26,10,1,0,Thursday,2,26,16654
9/6/2018 8:20:00 PM,1,2018,1,PHI,ATL,HOME,18,12,30,Lincoln Financial Field,0,3,7,8,0,32,10,32:10,18,7,6,5,64,232,3.6,2,27,113,4.2,2,35,20,119,0,1,3.4,6.0,57.1,51.96,16,8,50.0,0,0,0,3,2,0,0,11,101,1,1,2,13,15,10,6,313,52.2,2,1,-1,3,3,0,6,0,27,50,27:50,16,4,9,3,65,299,4.6,1,18,74,4.1,1,43,21,225,0,1,5.2,10.7,48.8,54.89,15,4,26.7,1,0,0,5,1,0,0,15,135,0,0,4,26,4,3,6,286,47.7,1,2,1,66.7,0,20.0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,2,42,15,4,26,10,1,0,46,17,2,13,8,0,1,Thursday,26,2,16654
9/9/2018 1:00:00 PM,1,2018,1,TB,NO,AWAY,48,40,88,Mercedes-Benz Superdome,14,17,10,7,0,32,9,32:9,26,5,17,4,62,529,8.5,6,34,112,3.3,1,28,21,417,4,0,14.9,19.9,75.0,156.25,13,8,61.5,0,0,0,4,2,0,0,7,70,0,0,0,0,5,3,1,42,42,0,2,2,10,14,0,16,0,27,51,27:51,26,5,19,2,59,475,8.1,5,13,43,3.3,2,45,37,432,3,0,9.6,11.7,82.2,128.89,9,4,44.4,1,1,100,5,4,0,0,8,77,2,2,1,7,2,4,3,156,52,2,0,-2,50.0,0,80.0,0,6,6,0,0,0,0,0,3,2,3,3,0,2,1,1,1,1,1,43,14,1,7,2,2,2,43,20,0,0,3,1,0,Sunday,33,22,16660
9/9/2018 1:00:00 PM,1,2018,1,NO,TB,HOME,40,48,88,Mercedes-Benz Superdome,10,14,0,16,0,27,51,27:51,26,5,19,2,59,475,8.1,5,13,43,3.3,2,45,37,432,3,0,9.6,11.7,82.2,128.89,9,4,44.4,1,1,100,5,4,0,0,8,77,2,2,1,7,2,4,3,156,52,2,0,-2,14,17,10,7,0,32,9,32:9,26,5,17,4,62,529,8.5,6,34,112,3.3,1,28,21,417,4,0,14.9,19.9,75.0,156.25,13,8,61.5,0,0,0,4,2,0,0,7,70,0,0,0,0,5,3,1,42,42,0,2,2,80.0,0,50.0,0,3,3,0,2,1,1,1,1,1,6,6,0,0,0,0,0,3,2,43,20,0,0,3,1,0,43,14,1,7,2,2,2,Sunday,22,33,16660
9/9/2018 1:00:00 PM,1,2018,1,BUF,BAL,AWAY,3,47,50,M&T Bank Stadium,0,0,3,0,0,24,46,24:46,10,3,5,2,61,153,2.5,0,22,83,3.8,0,33,11,70,0,2,2.1,6.4,33.3,17.11,15,2,13.3,1,0,0,1,0,0,0,10,100,0,0,6,28,5,6,8,397,49.6,2,1,-1,14,12,14,7,0,35,14,35:14,26,11,13,2,74,369,5.0,6,34,117,3.4,3,38,26,252,3,0,6.6,9.7,68.4,113.05,14,6,42.9,0,0,0,6,6,0,0,9,78,1,1,2,8,9,9,5,257,51.4,1,2,1,0,0,100,0,0,0,0,0,0,0,0,2,1,5,5,0,2,0,0,0,2,2,56,19,2,8,5,1,1,44,7,6,30,12,0,0,Sunday,4,3,16662
9/9/2018 1:00:00 PM,1,2018,1,BAL,BUF,HOME,47,3,50,M&T Bank Stadium,14,12,14,7,0,35,14,35:14,26,11,13,2,74,369,5.0,6,34,117,3.4,3,38,26,252,3,0,6.6,9.7,68.4,113.05,14,6,42.9,0,0,0,6,6,0,0,9,78,1,1,2,8,9,9,5,257,51.4,1,2,1,0,0,3,0,0,24,46,24:46,10,3,5,2,61,153,2.5,0,22,83,3.8,0,33,11,70,0,2,2.1,6.4,33.3,17.11,15,2,13.3,1,0,0,1,0,0,0,10,100,0,0,6,28,5,6,8,397,49.6,2,1,-1,100,0,0,0,5,5,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,1,44,7,6,30,12,0,0,56,19,2,8,5,1,1,Sunday,3,4,16662
9/9/2018 1:00:00 PM,1,2018,1,SF,MIN,AWAY,16,24,40,U.S. Bank Stadium,0,3,10,3,0,28,51,28:51,20,6,10,4,61,327,5.4,1,25,90,3.6,0,33,15,237,1,3,7.2,15.8,45.5,42.11,13,5,38.5,0,0,0,4,1,0,0,3,21,1,1,3,24,6,7,4,174,43.5,4,1,-3,3,7,14,0,0,31,9,31:9,19,3,15,1,71,343,4.8,3,32,116,3.6,0,36,20,227,2,0,6.3,11.4,55.6,93.17,17,7,41.2,1,0,0,2,1,0,0,7,52,1,1,3,17,9,7,6,230,38.3,1,4,3,25.0,0,50.0,0,1,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,1,1,50,19,3,17,6,1,1,42,7,3,24,9,1,1,Sunday,31,20,16658
9/9/2018 1:00:00 PM,1,2018,1,MIN,SF,HOME,24,16,40,U.S. Bank Stadium,3,7,14,0,0,31,9,31:9,19,3,15,1,71,343,4.8,3,32,116,3.6,0,36,20,227,2,0,6.3,11.4,55.6,93.17,17,7,41.2,1,0,0,2,1,0,0,7,52,1,1,3,17,9,7,6,230,38.3,1,4,3,0,3,10,3,0,28,51,28:51,20,6,10,4,61,327,5.4,1,25,90,3.6,0,33,15,237,1,3,7.2,15.8,45.5,42.11,13,5,38.5,0,0,0,4,1,0,0,3,21,1,1,3,24,6,7,4,174,43.5,4,1,-3,50.0,0,25.0,0,3,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,42,7,3,24,9,1,1,50,19,3,17,6,1,1,Sunday,20,31,16658
9/9/2018 1:00:00 PM,1,2018,1,TEN,MIA,AWAY,20,27,47,Hard Rock Stadium,3,0,0,17,0,29,35,29:35,19,4,13,2,67,336,5.0,2,29,116,4,1,38,20,220,0,3,5.8,11,52.6,37.17,14,6,42.9,2,0,0,2,1,0,0,5,48,0,0,0,0,2,7,4,179,44.8,3,2,-1,0,7,3,17,0,30,25,30:25,18,7,9,2,58,342,5.9,3,29,120,4.1,0,28,20,222,2,2,7.9,11.1,71.4,88.69,10,2,20.0,1,0,0,5,1,0,0,7,51,0,0,1,8,1,2,4,215,53.8,2,3,1,50.0,0,20.0,0,2,2,0,0,0,0,0,2,2,3,3,0,0,0,0,0,2,2,40,26,1,8,4,0,0,45,27,0,0,6,0,0,Sunday,34,19,16657
9/9/2018 1:00:00 PM,1,2018,1,MIA,TEN,HOME,27,20,47,Hard Rock Stadium,0,7,3,17,0,30,25,30:25,18,7,9,2,58,342,5.9,3,29,120,4.1,0,28,20,222,2,2,7.9,11.1,71.4,88.69,10,2,20.0,1,0,0,5,1,0,0,7,51,0,0,1,8,1,2,4,215,53.8,2,3,1,3,0,0,17,0,29,35,29:35,19,4,13,2,67,336,5.0,2,29,116,4,1,38,20,220,0,3,5.8,11,52.6,37.17,14,6,42.9,2,0,0,2,1,0,0,5,48,0,0,0,0,2,7,4,179,44.8,3,2,-1,20.0,0,50.0,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,45,27,0,0,6,0,0,40,26,1,8,4,0,0,Sunday,19,34,16657
9/9/2018 1:00:00 PM,1,2018,1,PIT,CLE,AWAY,21,21,42,FirstEnergy Stadium,0,7,14,0,0,35,12,35:12,25,7,17,1,80,472,5.9,3,35,159,4.5,2,41,23,313,1,3,7.6,13.6,56.1,58.28,15,7,46.7,0,0,0,3,2,0,0,12,116,3,3,4,22,12,13,7,275,39.3,6,1,-5,0,0,7,14,0,34,48,34:48,22,10,6,6,85,327,3.8,3,38,177,4.7,2,40,15,150,1,1,3.8,10,37.5,46.88,18,5,27.8,1,0,0,3,2,0,0,11,87,0,0,7,47,5,5,12,522,43.5,1,6,5,66.7,0,66.7,0,3,3,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,53,26,7,47,10,1,0,48,34,4,22,11,3,3,Sunday,28,8,16655
9/9/2018 1:00:00 PM,1,2018,1,CLE,PIT,HOME,21,21,42,FirstEnergy Stadium,0,0,7,14,0,34,48,34:48,22,10,6,6,85,327,3.8,3,38,177,4.7,2,40,15,150,1,1,3.8,10,37.5,46.88,18,5,27.8,1,0,0,3,2,0,0,11,87,0,0,7,47,5,5,12,522,43.5,1,6,5,0,7,14,0,0,35,12,35:12,25,7,17,1,80,472,5.9,3,35,159,4.5,2,41,23,313,1,3,7.6,13.6,56.1,58.28,15,7,46.7,0,0,0,3,2,0,0,12,116,3,3,4,22,12,13,7,275,39.3,6,1,-5,66.7,0,66.7,0,3,3,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,48,34,4,22,11,3,3,53,26,7,47,10,1,0,Sunday,8,28,16655
9/9/2018 1:00:00 PM,1,2018,1,CIN,IND,AWAY,34,23,57,Lucas Oil Stadium,3,7,7,17,0,27,12,27:12,19,5,11,3,50,330,6.6,4,20,101,5.0,1,28,21,229,2,1,8.2,10.9,75.0,107.59,8,4,50.0,0,0,0,2,2,0,0,8,94,1,1,2,14,9,6,2,96,48,2,2,0,3,13,7,0,0,32,48,32:48,24,4,17,3,77,380,4.9,2,22,75,3.4,0,53,39,305,2,1,5.8,7.8,73.6,92.10,17,11,64.7,0,0,0,3,1,0,0,7,91,1,1,2,14,3,5,2,95,47.5,2,2,0,100,0,33.3,0,4,4,0,0,0,0,0,2,2,2,2,0,0,0,0,0,4,3,63,9,2,14,6,1,1,44,9,2,14,2,2,1,Sunday,7,14,16656
