PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,PositionCategory,PhotoUrl,ByeWeek,AverageDraftPosition,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,FanDuelPlayerID,DraftKingsPlayerID,InjuryStatus,FanDuelName,DraftKingsName,TeamID
18122,,48,Harlan,Miller,CB,Inactive,6'0",182,6/20/1994 12:00:00 AM,SE Louisiana,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18122.png,,,ARZ,2016,6,205,False,,,,,,
18127,,38,Kelvin,Taylor,RB,Inactive,5'10",207,9/28/1993 12:00:00 AM,Florida,1,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18127.png,,,SF,2016,6,211,False,38260,727283,,Kelvin Taylor,Kelvin Taylor,
18139,,6,Brandon,Doughty,QB,Inactive,6'3",213,10/6/1991 12:00:00 AM,Western Kentucky,1,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18139.png,,,MIA,2016,7,223,False,47772,559347,,Brandon Doughty,Brandon Doughty,
18140,,63,Donavon,Clark,G,Inactive,6'4",315,11/12/1992 12:00:00 AM,Michigan State,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18140.png,,,SD,2016,7,224,False,,,,,,
18141,,10,Devin,Lucien,WR,Inactive,6'0",192,6/26/1993 12:00:00 AM,Arizona State,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18141.png,,,NE,2016,7,225,False,29869,605062,,Devin Lucien,Devin Lucien,
18145,,18,Demarcus,Ayers,WR,Inactive,5'10",178,7/7/1994 12:00:00 AM,Houston,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18145.png,,,PIT,2016,7,229,False,40430,741290,,Demarcus Ayers,Demarcus Ayers,
18150,,74,Vadal,Alexander,OT,Inactive,6'5",326,3/23/1994 12:00:00 AM,LSU,3,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18150.png,,,OAK,2016,7,234,False,,,,,,
18148,,43,Steven,Daniels,OLB,Inactive,6'0",250,12/12/1992 12:00:00 AM,Boston College,1,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18148.png,,,WAS,2016,7,232,False,,,,,,
18154,,13,Devin,Fuller,WR,Inactive,5'10",192,1/29/1994 12:00:00 AM,UCLA,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18154.png,,,ATL,2016,7,238,False,29843,691033,,Devin Fuller,Devin Fuller,
18156,,59,Alex,McCalister,DE,Inactive,6'6",239,10/17/1993 12:00:00 AM,Florida,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18156.png,,,PHI,2016,7,240,False,,,,,,
18158,,39,Keith,Marshall,RB,Inactive,5'11",219,2/16/1994 12:00:00 AM,Georgia,1,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18158.png,,,WAS,2016,7,242,False,30326,650929,,Keith Marshall,Keith Marshall,
18159,,11,Kenny,Lawler,WR,Practice Squad,6'2",203,6/25/1994 12:00:00 AM,California,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18159.png,,,SEA,2016,7,243,False,29205,690968,,Kenny Lawler,Kenny Lawler,
18165,,39,Prince Charles,Iworah,CB,Practice Squad,5'11",190,3/11/1993 12:00:00 AM,Western Kentucky,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18165.png,,,SF,2016,7,249,False,,,,,,
18166,,58,Scooby,Wright,ILB,Inactive,6'0",239,8/28/1994 12:00:00 AM,Arizona,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18166.png,,,CLE,2016,7,250,False,,,,,,
18168,,81,Beau,Sandland,TE,Inactive,6'4",253,2/23/1993 12:00:00 AM,Montana State,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18168.png,,,CAR,2016,7,252,False,38651,728150,,Beau Sandland,Beau Sandland,
18181,,19,Mekale,McKay,WR,Inactive,6'3",204,8/4/1993 12:00:00 AM,Cincinnati,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18181.png,,,IND FA,2016,,,True,31191,693829,,Mekale McKay,Mekale McKay,
18192,,78,Mehdi,Abdesmad,DE,Inactive,6'6",282,9/28/1991 12:00:00 AM,Boston College,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18192.png,,,TEN FA,2016,,,True,,,,,,
18194,,79,David,Dean,DT,Inactive,6'1",298,2/16/1993 12:00:00 AM,Virginia,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18194.png,,,CIN FA,2016,,,True,,,,,,
18199,,66,Chase,Farris,G,Inactive,6'4",310,4/8/1993 12:00:00 AM,Ohio State,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18199.png,,,DET FA,2016,,,True,,,,,,
18200,,52,Jeremy,Cash,OLB,Inactive,6'0",212,12/9/1992 12:00:00 AM,Duke,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18200.png,,,CAR FA,2016,,,True,,,,,,
18211,,16,Cayleb,Jones,WR,Inactive,6'3",209,3/21/1993 12:00:00 AM,Arizona,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18211.png,,,PHI FA,2016,,,True,32287,691349,,Cayleb Jones,Cayleb Jones,
18212,,57,Giorgio,Newberry,DE,Inactive,6'6",289,11/26/1991 12:00:00 AM,Florida State,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18212.png,,,PIT FA,2016,,,True,,,,,,
18213,,7,Will,Monday,P,Inactive,6'4",212,7/25/1992 12:00:00 AM,Duke,1,P,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18213.png,,,PIT FA,2016,,,True,,,,,,
18220,,8,Joel,Stave,QB,Inactive,6'5",226,5/16/1992 12:00:00 AM,Wisconsin,1,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18220.png,,,MIN FA,2016,,,True,28856,592794,,Joel Stave,Joel Stave,
18221,,87,Rashawn,Scott,WR,Inactive,6'1",199,1/29/1992 12:00:00 AM,Miami,3,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18221.png,,,MIA FA,2016,,,True,25789,596422,,Rashawn Scott,Rashawn Scott,
18222,,75,Avery,Young,G,Inactive,6'5",328,11/12/1992 12:00:00 AM,Auburn,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18222.png,,,NO FA,2016,,,True,,,,,,
18224,,7,Ross,Martin,K,Inactive,5'9",183,7/3/1993 12:00:00 AM,Duke,1,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18224.png,,,NYJ FA,2016,,,True,24687,691494,,Ross Martin,Ross Martin,
18227,,27,Jhurell,Pressley,RB,Inactive,5'10",205,5/20/1992 12:00:00 AM,New Mexico,1,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18227.png,,,MIN FA,2016,,,True,46088,623805,,Jhurell Pressley,Jhurell Pressley,
18230,,36,Andrew,Williamson,SS,Practice Squad,6'1",210,11/18/1992 12:00:00 AM,Vanderbilt,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18230.png,,,IND FA,2016,,,True,,,,,,
18234,,19,Paul,McRoberts,WR,Injured Reserve,6'2",202,11/15/1992 12:00:00 AM,SE Missouri State,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18234.png,,,LAR FA,2016,,,True,70444,692018,,Paul McRoberts,Paul McRoberts,
18235,,36,Aaron,Green,RB,Inactive,5'11",203,10/15/1992 12:00:00 AM,TCU,1,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18235.png,,,LAR FA,2016,,,True,32544,590808,,Aaron Green,Aaron Green,
18240,,15,Keyarris,Garrett,WR,Injured Reserve,6'3",220,9/26/1992 12:00:00 AM,Tulsa,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18240.png,,,CAR FA,2016,,,True,33840,607180,,Keyarris Garrett,Keyarris Garrett,
18242,,66,Jack,Allen,C,Inactive,6'1",294,9/24/1992 12:00:00 AM,Michigan State,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18242.png,,,NO FA,2016,,,True,,,,,,
18243,,21,Deandre,Elliott,CB,Inactive,6'1",179,11/21/1992 12:00:00 AM,Colorado State,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18243.png,,,SEA FA,2016,,,True,,,,,,
18249,,5,Nelson,Spruce,WR,Inactive,6'1",206,12/5/1992 12:00:00 AM,Colorado,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18249.png,,,LAR FA,2016,,,True,26598,607809,,Nelson Spruce,Nelson Spruce,
18251,,88,Chris,Brown,WR,Inactive,6'2",194,12/8/1993 12:00:00 AM,Notre Dame,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18251.png,,,DAL FA,2016,,,True,33473,697462,,Chris Brown,Chris Brown,
18257,,89,Jalin,Marshall,WR,Inactive,5'10",200,7/21/1995 12:00:00 AM,Ohio State,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18257.png,,,NYJ FA,2016,,,True,38790,728333,,Jalin Marshall,Jalin Marshall,
18258,,75,Darius,Latham,NT,Inactive,6'5",305,11/9/1994 12:00:00 AM,Indiana,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18258.png,,,OAK FA,2016,,,True,,,,,Darius Latham,
18261,,6,Mike,Bercovici,QB,Practice Squad,6'0",202,2/9/1993 12:00:00 AM,Arizona State,1,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18261.png,,,SD FA,2016,,,True,29171,592381,,Mike Bercovici,Mike Bercovici,
18263,,83,Darion,Griswold,TE,Inactive,6'3",253,12/23/1992 12:00:00 AM,Arkansas State,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18263.png,,,IND FA,2016,,,True,43260,608346,,Darion Griswold,Darion Griswold,
18264,,60,Greg,Milhouse,DT,Inactive,6'2",303,7/15/1994 12:00:00 AM,Campbell,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18264.png,,,NYG FA,2016,,,True,,,,,,
18266,,83,Devon,Cajuste,WR,Inactive,6'4",234,1/31/1993 12:00:00 AM,Stanford,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18266.png,,,SF FA,2016,,,True,29814,598956,,Devon Cajuste,Devon Cajuste,
18270,,81,Steven,Scheu,TE,Inactive,6'5",253,7/7/1992 12:00:00 AM,Vanderbilt,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18270.png,,,NE FA,2016,,,True,30872,607423,,Steven Scheu,Steven Scheu,
18271,,80,Dom,Williams,WR,Inactive,6'2",194,9/2/1990 12:00:00 AM,Washington State,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18271.png,,,SD FA,2016,,,True,30069,608147,,Dom Williams,Dom Williams,
18272,,82,Ryan,Malleck,TE,Inactive,6'4",243,7/22/1993 12:00:00 AM,Virginia Tech,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18272.png,,,NYG FA,2016,,,True,26411,601609,,Ryan Malleck,Ryan Malleck,
18275,,47,Glenn,Gronkowski,FB,Inactive,6'2",239,3/25/1993 12:00:00 AM,Kansas State,1,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18275.png,,,BUF FA,2016,,,True,27020,652823,,Glenn Gronkowski,Glenn Gronkowski,
18276,,56,Ron,Thompson,DE,Injured Reserve,6'3",253,8/2/1993 12:00:00 AM,Syracuse,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18276.png,,,IND FA,2016,,,True,,,,,,
18278,,51,Victor,Ochi,OLB,Inactive,6'1",246,10/2/1993 12:00:00 AM,Stony Brook,1,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18278.png,,,BAL FA,2016,,,True,,,,,,
18280,,80,Jake,McGee,TE,Inactive,6'5",248,8/6/1986 12:00:00 AM,Florida,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18280.png,,,CAR FA,2016,,,True,25445,556211,,Jake McGee,Jake McGee,
18281,,16,KJ,Maye,WR,Inactive,5'8",194,2/25/1994 12:00:00 AM,Minnesota,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,,,NYG FA,2016,,,True,28241,651628,,K.J. Maye,K.J. Maye,
18282,,85,Mitch,Mathews,WR,Inactive,6'6",213,4/15/1991 12:00:00 AM,BYU,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18282.png,,,KC FA,2016,,,True,45551,507649,,Mitch Mathews,Mitch Mathews,
18284,,78,Connor,Wujciak,DT,Inactive,6'2",291,9/24/1992 12:00:00 AM,Boston College,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18284.png,,,PHI FA,2016,,,True,,,,,,
18287,,60,Alex,Balducci,G,Inactive,6'4",301,3/1/1994 12:00:00 AM,Oregon,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18287.png,,,SF FA,2016,,,True,,,,,,
18288,,67,Clay,Debord,OT,Inactive,6'7",292,5/13/1992 12:00:00 AM,Eastern Washington,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18288.png,,,ARZ FA,2016,,,True,,,,,,
18291,,67,Stephane,Nembot,OT,Inactive,6'7",322,12/7/1991 12:00:00 AM,Colorado,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18291.png,,,BAL FA,2016,,,True,,,,,,
18297,,54,Dominique,Alexander,OLB,Inactive,6'0",232,4/20/1995 12:00:00 AM,Oklahoma,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18297.png,,,CLE FA,2016,,,True,,,,,,
18301,,39,Adrian,McDonald,SS,Inactive,5'11",205,3/18/1994 12:00:00 AM,Houston,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18301.png,,,SD FA,2016,,,True,,,,,,
18305,,40,Larry,Scott,CB,Inactive,5'11",194,3/5/1993 12:00:00 AM,Oregon State,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18305.png,,,SD FA,2016,,,True,,,,,,
18307,,11,Jamaal,Jones,WR,Inactive,6'0",182,1/31/1993 12:00:00 AM,Montana,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18307.png,,,SD FA,2016,,,True,29974,608008,,Jamaal Jones,Jamaal Jones,
18314,,63,Mike,Matthews,C,Inactive,6'0",292,1/27/1994 12:00:00 AM,Texas A&M,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18314.png,,,CLE FA,2016,,,True,,,,,,
18323,,82,Wendall,Williams,WR,Inactive,5'10",185,9/18/1990 12:00:00 AM,Cumberlands,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18323.png,,,HOU FA,2016,,,True,70460,915171,,Wendall Williams,Wendall Williams,
18325,,93,Johnny,Maxey,DT,Inactive,6'5",283,10/19/1993 12:00:00 AM,Mars Hill,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18325.png,,,PIT FA,2016,,,True,,,,,,
18328,,8,Canaan,Severin,WR,Inactive,6'2",218,3/16/1993 12:00:00 AM,Virginia,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18328.png,,,PIT FA,2016,,,True,25463,694010,,Canaan Severin,Canaan Severin,
18317,,83,Braedon,Bowman,TE,Inactive,6'3",239,1/30/1994 12:00:00 AM,South Alabama,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18317.png,,,JAX FA,2016,,,True,53796,823319,,Braedon Bowman,Braedon Bowman,
18318,,19,Jamal,Robinson,WR,Inactive,6'2",205,1/3/1993 12:00:00 AM,Louisiana-Lafayette,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18318.png,,,JAX FA,2016,,,True,44105,604111,,Jamal Robinson,Jamal Robinson,
18334,,80,Bryce,Williams,TE,Inactive,6'6",257,2/24/1993 12:00:00 AM,East Carolina,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18334.png,,,NE FA,2016,,,True,33218,609814,,Bryce Williams,Bryce Williams,
18339,,38,Tre,Madden,RB,Inactive,6'0",236,8/16/1993 12:00:00 AM,Southern Cal,4,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18339.png,,,SEA FA,2016,,,True,29624,599008,,Tre Madden,Tre Madden,
18340,,41,Keith,Baxter,CB,Inactive,6'0",193,6/4/1992 12:00:00 AM,Marshall,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18340.png,,,MIN FA,2016,,,True,,,,,,
18352,,54,Bryson,Albright,OLB,Inactive,6'4",247,3/15/1994 12:00:00 AM,Miami (OH),2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18352.png,,,BUF FA,2016,,,True,,,,,,
18360,,72,Marquis,Lucas,OT,Injured Reserve,6'4",319,3/25/1993 12:00:00 AM,West Virginia,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18360.png,,,BUF FA,2016,,,True,,,,,,
18362,,16,Tevaun,Smith,WR,Inactive,6'0",204,1/30/1993 12:00:00 AM,Iowa,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18362.png,,,IND FA,2016,,,True,27974,691801,,Tevaun Smith,Tevaun Smith,
18363,,85,Marcus,Leak,WR,Inactive,5'11",216,11/19/1992 12:00:00 AM,Maryland,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18363.png,,,IND FA,2016,,,True,25135,605445,,Marcus Leak,Marcus Leak,
18367,,42,Stefan,McClure,SS,Inactive,5'9",187,1/31/1993 12:00:00 AM,California,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18367.png,,,IND FA,2016,,,True,,,,,,
18376,,45,Alan,Cross,FB,Inactive,6'1",235,7/2/1993 12:00:00 AM,Memphis,4,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18376.png,,,TB FA,2016,,,True,33418,614284,,Alan Cross,Alan Cross,
18380,,75,Davonte,Lambert,DT,Inactive,6'1",279,6/23/1994 12:00:00 AM,Auburn,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18380.png,,,TB FA,2016,,,True,,,,,,
18384,,18,Dez,Stewart,WR,Injured Reserve,6'2",200,4/18/1993 12:00:00 AM,Ohio Dominican,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,,,TB FA,2016,,,True,,915028,,,Dez Stewart,
18385,,71,Channing,Ward,DT,Inactive,6'4",279,9/17/1992 12:00:00 AM,Mississippi,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18385.png,,,TB FA,2016,,,True,,,,,,
18394,,37,Trevon,Hartfield,CB,Inactive,6'0",195,11/17/1991 12:00:00 AM,SW Oklahoma State,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18394.png,,,ARZ FA,2016,,,True,,,,,,
18395,,47,Lamar,Louis,OLB,Inactive,5'11",227,10/2/1993 12:00:00 AM,LSU,1,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18395.png,,,ARZ FA,2016,,,True,,,,,,
18397,,78,Givens,Price,G,Inactive,6'4",310,10/3/1994 12:00:00 AM,Nebraska,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18397.png,,,ARZ FA,2016,,,True,,,,,,
18391,,39,Elie,Bouka,CB,Inactive,6'1",205,8/15/1992 12:00:00 AM,Calgary-Canada,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18391.png,,,ARZ FA,2016,,,True,,,,,,
18406,,72,Ryker,Mathews,OT,Inactive,6'5",324,11/28/1992 12:00:00 AM,BYU,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,,,NO FA,2016,,,True,,,,,,
18412,,72,Calvin,Heurtelou,NT,Inactive,6'3",316,4/10/1993 12:00:00 AM,Miami,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,,,DEN FA,2016,,,True,,,,,,
18415,,79,David,Moala,DT,Inactive,6'2",300,12/30/1992 12:00:00 AM,Utah State,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18415.png,,,DEN FA,2016,,,True,,,,,,
18435,,44,Lawrence,Thomas,RB,Inactive,6'4",281,4/16/1993 12:00:00 AM,Michigan State,3,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18435.png,,,NYJ FA,2016,,,True,28219,606122,,Lawrence Thomas,Lawrence Thomas,
18437,,36,Quayvon,Hicks,RB,Inactive,6'1",253,7/17/1994 12:00:00 AM,Georgia,1,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18437.png,,,TB FA,2017,,,True,30376,694643,,Quayvon Hicks,Quayvon Hicks,
18441,,87,Matt,Weiser,TE,Inactive,6'5",255,10/7/1992 12:00:00 AM,Buffalo,1,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18441.png,,,SD FA,2016,,,True,47550,607521,,Matt Weiser,Matt Weiser,
18447,,77,Kevin,Bowen,OT,Inactive,6'7",350,7/3/1993 12:00:00 AM,East Central Oklahoma,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18447.png,,,WAS FA,2016,,,True,,,,,,
18454,,5,Valdez,Showers,WR,Inactive,5'11",193,6/28/1993 12:00:00 AM,Florida,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18454.png,,,WAS FA,2016,,,True,30309,607064,,Valdez Showers,Valdez Showers,
18461,,33,Devonte,Johnson,CB,Inactive,6'1",185,1/3/1993 12:00:00 AM,Weber State,1,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18461.png,,,ATL FA,2016,,,True,,,,,,
18462,,2,Malachi,Jones,WR,Inactive,6'1",206,3/20/1994 12:00:00 AM,Appalachian State,1,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,,,ATL FA,2016,,,True,53206,695382,,Malachi Jones,Malachi Jones,
18473,,6,Nick,Rose,K,Inactive,6'2",203,5/5/1994 12:00:00 AM,Texas,2,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18473.png,,,ATL FA,2016,,,True,32257,,,Nick Rose,,
18475,,61,Jarell,Broxton,G,Inactive,6'4",327,3/27/1993 12:00:00 AM,Baylor,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18475.png,,,BAL FA,2016,,,True,,,,,,
18483,,48,Don,Cherry,ILB,Practice Squad,6'1",232,9/27/1994 12:00:00 AM,Villanova,1,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18483.png,,,CHI FA,2016,,,True,,,,,,
18485,,63,John,Kling,OT,Inactive,6'7",315,7/9/1993 12:00:00 AM,Buffalo,1,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18485.png,,,CHI FA,2016,,,True,,,,,,
18487,,76,Ryan,Brown,DE,Inactive,6'6",266,6/10/1994 12:00:00 AM,Mississippi State,1,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18487.png,,,CIN FA,2016,,,True,,,,,,
18499,,41,Tracy,Howard,FS,Inactive,5'10",183,4/29/1994 12:00:00 AM,Miami,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18499.png,,,CLE FA,2016,,,True,,,,,,
18504,,99,Rodney,Coe,DT,Inactive,6'3",300,5/18/1993 12:00:00 AM,Akron,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18504.png,,,DAL FA,2016,,,True,,,,,,
18506,,84,Ed,Eagan,WR,Inactive,5'10",188,6/19/1993 12:00:00 AM,Northwestern State,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18506.png,,,DAL FA,2016,,,True,70468,697800,,Ed Eagan,Ed Eagan,
18509,,58,Deon,King,OLB,Inactive,6'0",227,7/2/1993 12:00:00 AM,Norfolk State,3,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18509.png,,,DAL FA,2016,,,True,,,,,Deon King,
18515,,38,Adairius,Barnes,CB,Inactive,5'11",187,4/30/1994 12:00:00 AM,Louisiana Tech,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18515.png,,,DET FA,2016,,,True,,,,,,
